male;Isaia;Palerma;Matet;Spain;01.03.1983;661 111 909;A+;80.2;178
male;Jonathan;Joyner;Vibo Valentia;Italy;08.03.1993;3 136 516 272;O+;69.4;173
female;Felicja;Zielinska;EIBESBRUNN;Austria;2/17/1977;0688 430 91 77;B+;93.7;173
male;Joe;Hamilton;YALARDY;Australia;9/15/1947;(08) 9090 7256;O+;104.4;174
male;Daniel;Baer;Cantone;Italy;10/25/1959;3 270 934 880;O+;77.2;171
male;Cibor;Duda;Queluz;Portugal;12.10.1932;212 133 058 434;B+;100;162
male;Frank;Sommer;GROSSWILFERSDORF;Austria;9/21/1965;0650 373 41 18;O+;75.5;182
male;Joel;Hewitt;THON;Austria;08.07.1979;0660 132 75 05;O+;108.5;180
male;Ewan;Hunter;Santana de Parnaíba;Brazil;1/18/1977;(11) 8664-2809;B-;73.3;180
male;David;Silvey;VILLENEUVE-D'ASCQ;France;04.09.1984;03.30.16.67.43;B+;80;174
female;Karolina;Ostrowska;Campoli Appennino;Italy;12/21/1997;3 988 515 170;O-;56.5;157
male;Daniel;Hertzog;Almada;Portugal;7/24/1977;212 654 614 871;B+;74.6;180
male;Daniel;Palmieri;Tecumseh;Canada;6/16/1956;519-979-5422;B-;106.3;174
female;Mary;Builder;São Bernardo do Campo;Brazil;2/22/1951;(11) 3874-2359;O+;74.6;161
male;Muhammad;Bell;REDBANK;Australia;06.05.1981;(02) 6797 1294;O+;109.3;186
male;Erik;Gardner;Charlotte;United States;01.02.1979;704-590-3131;A-;74.6;178
male;Tristan;Barrière;Maia;Portugal;03.10.1936;212 202 577 089;O+;61;171
female;Piper;Moffitt;DAKENBA;Australia;2/21/1973;(07) 4956 1562;A+;63;164
male;Celso;Greco;São Paulo;Brazil;11/19/1942;(11) 4747-7936;A+;69.2;173
female;Kiera;Peacock;Frassilongo;Italy;09.02.1949;3 582 967 749;O+;74.4;154
male;Patrick;Schwarz;Warszawa;Poland;8/18/1965;72 424 00 30;B+;65.1;181
female;Tekla;Pawlak;MILTON-UNDER-WYCHWOOD;United Kingdom;11.05.1998;7 040 849 951;O+;88.2;163
male;Louie;Lucas;REISER;Austria;10/18/1965;0664 576 37 39;B+;89.5;184
male;Rodrigo;Mazzi;Calliano;Italy;12.07.1932;3 154 901 513;AB+;98.1;178
female;Lucinda;Warner;Castelfiorentino;Italy;7/29/1961;3 726 264 615;O+;55.7;156
male;Kenneth;Wynne;Penticton;Canada;11/26/1984;250-809-1885;B+;99;186
male;Krzyś;Chmielewski;ANTONY;France;05.10.1942;01.67.49.71.95;B-;72.5;171
male;Mitchell;Bland;PARIS;France;1/13/1954;01.59.98.93.78;B-;74.3;182
female;Dyta;Zawadzka;Toronto;Canada;9/20/1985;416-462-7320;A+;87;175
male;Leon;McCauley;Rio de Janeiro;Brazil;9/22/1992;(21) 6046-4865;O+;96.9;183
female;Lucille;Généreux;HÖFLACH;Austria;1/25/1998;0660 664 35 91;A+;79.3;174
male;Ansel;Fontaine;Loiano;Italy;02.12.1959;3 813 802 332;O+;87.3;181
male;William;Ball;Bowden;Canada;04.04.1978;403-224-0930;B+;105.4;176
female;Nancy;Rybicki;Apaj;Hungary;11.04.1990;(24) 790-445;O-;89.6;159
female;Quintina;Mazzi;Macchia Albanese;Italy;6/13/1973;3 417 840 142;O+;55.1;169
male;Aidan;Brennan;Nagybózsva;Hungary;12/18/1964;(47) 341-945;O+;81.8;187
female;Katrin;Bauer;VORSTANDREVIER;Austria;4/23/1950;0660 627 29 63;O+;94.8;168
male;Dominik;Zimmerman;MOORALLA;Australia;11.09.1963;(03) 5386 7647;B+;80.4;185
male;Stanisław;Nowicki;Vega de Pas;Spain;06.01.1956;761 358 666;O+;66.2;177
female;Krystiana;Dudek;Montopoli Di Sabina;Italy;8/19/1998;3 706 159 072;B+;71.5;159
male;Jody;Hunter;Campinas;Brazil;01.07.1974;(19) 7590-5870;B+;77.8;181
male;Saber;Artois;Corswarem;Belgium;10/27/1954;0476 59 72 96;B+;71.1;185
male;Seth;Belbin;Monte da Maroteira;Portugal;12/30/1950;212 846 108 746;O+;72.2;176
female;Amber;King;Ceglédbercel;Hungary;09.04.1954;(53) 232-732;O+;95.5;152
female;Irmina;Toscani;Linhó;Portugal;03.05.1947;212 123 753 038;A+;56.8;157
female;Carmen;Davis;SAINT-MALO;France;9/18/1947;02.10.91.40.74;O+;99.3;170
male;Norman;Allen;Setenil de las Bodegas;Spain;1/20/1939;653 398 201;B+;80.3;174
male;Patryk;Wysocki;Moosonee;Canada;12.02.1989;705-336-0501;A+;82.2;168
male;Rodolfo;Esposito;Burbank;United States;9/21/1971;818-488-2131;B-;77.8;185
female;Azura;Douffet;AUCH;France;11/15/1969;05.69.11.21.25;O+;91.4;161
male;Thorsten;Schroder;Houston;United States;3/17/1989;713-622-9502;B+;61.1;177
female;Phoebe;Carter;Wildwood;Canada;11.12.1964;780-325-9508;O+;74.2;161
male;Janek;Kozłowski;LA GARDE;France;5/17/1966;04.83.90.24.08;O-;111.4;170
female;Enza;Genovese;Chemnitz;Germany;09.09.1932;0371 67 50 12;A+;94.2;154
female;Sharon;Goggin;MAITLAND;Australia;07.12.1984;(08) 8311 2806;O+;54.5;157
male;Guarino;Cattaneo;UNDALYA;Australia;5/23/1972;(08) 8317 9120;O+;79.1;174
male;Dobrogost;Król;Camlachie;Canada;8/27/1955;519-899-6885;A+;79.5;181
female;Ulrike;Beckenbauer;Rio de Janeiro;Brazil;3/28/1984;(21) 3451-8747;O+;90.5;163
female;Julita;Kowalska;SAINT-LEU;France;1/14/1945;02.54.51.23.87;O+;94;156
female;Eileen;Bowman;DORNET;Austria;9/22/1981;0681 334 59 29;O+;65.7;174
male;Alexander;Mehler;Lahr;Germany;1/13/1967;06566 50 14 13;O+;84;183
female;Libby;Hunt;Tiefenbronn;Germany;08.03.1990;07234 51 38 76;A+;96.3;157
female;Silke;Schwab;BAULKHAM HILLS;Australia;11.04.1972;(02) 8205 5721;A+;73.8;157
female;Hannah;Halcomb;LINTON;United Kingdom;7/22/1947;7 088 090 103;A+;86.7;170
female;Marzia;Conti;Goiânia;Brazil;5/15/1959;(62) 3877-7169;AB+;51.7;173
male;Jason;Sepulveda;Augsburg;Germany;4/24/1981;0821 21 77 69;A+;63.7;189
female;Beatrice;Milani;RADAU;Austria;8/30/1932;0660 533 05 38;B+;62.8;164
female;Makayla;Maclurcan;Seattle;United States;2/24/1977;206-907-1959;AB+;65;168
male;Wolfgang;Meister;Samart;Belgium;11.08.1989;0472 60 90 58;B+;109.7;189
male;Patrizio;Russo;Miszla;Hungary;1/16/1962;(74) 415-937;A+;72.8;187
female;Searlait;Quinn;Bayville;United States;10/20/1991;732-269-0466;A-;69.2;157
male;Leslie;Littlejohn;Dale City;United States;07.04.1960;703-670-6790;AB+;103;171
female;Linette;Ricard;Favões;Portugal;07.03.1979;212 298 108 779;O+;78.8;155
female;Rachel;Jersey;Eirol;Portugal;07.12.1968;212 347 180 310;O-;62;155
male;Macario;Trevisano;Benilloba;Spain;10.01.1985;781 192 157;A+;92.8;174
male;Lincoln;Iverson;PESENBACH;Austria;12.09.1961;0681 556 31 77;A+;95.8;171
male;Jan;Dresdner;Robertville;Belgium;11.03.1932;0486 99 28 33;A+;88.9;168
female;Libby;Mistry;AUXERRE;France;7/23/1939;03.51.66.39.33;B-;90.1;169
male;Benjamin;Eberhardt;SADING;Austria;7/18/1938;0681 147 94 47;B+;87;177
male;Krzyś;Pawłowski;Gyarmat;Hungary;2/20/1981;(96) 634-682;O+;101.8;180
male;Andrew;Center;Dresden;Germany;06.12.1953;0351 42 04 50;B+;96.4;182
male;Clemente;Loggia;Lizzanello;Italy;08.11.1975;3 542 368 285;O+;113;186
male;Sebastian;Kuefer;Natal;Brazil;1/22/1977;(84) 9608-3815;B+;113.2;177
male;Niklas;Baum;Baltimore;United States;2/18/1969;410-441-8640;B+;95.2;187
female;Shelley;Moody;Ovar;Portugal;10.01.1966;212 349 793 403;B+;101.9;159
male;Zachary;Dudley;ALDERSHOT;United Kingdom;3/25/1967;7 788 612 681;O+;98.2;172
female;Carmela;Greece;Valbom;Portugal;10.04.1950;212 277 391 173;A+;73.2;156
male;Declan;Gellert;Hinton;Canada;4/27/1934;780-816-5846;O+;73.1;177
male;Rule;CinqMars;Pilismarót;Hungary;8/27/1959;(33) 539-632;O+;84.1;186
female;Stella;Henning;PARIS;France;12/28/1982;01.72.36.67.36;A+;62;158
male;Julien;Duval;Casteau;Belgium;11/17/1981;0482 25 75 82;AB-;101.2;169
male;Pietro;De Luca;FOXUP;United Kingdom;06.03.1940;7 054 169 017;A+;78.2;168
male;Kuba;Kwiatkowski;MENETHORPE;United Kingdom;08.04.1995;7 066 145 481;A+;70;188
male;Leo;Rose;Stratford;United States;7/17/1986;203-380-6789;O+;98.7;172
male;Clemente;Padovesi;UNTERE GLAN;Austria;7/13/1960;0688 767 32 89;O-;104.2;175
male;Caleb;Feint;Berlin Neukölln;Germany;2/22/1981;030 82 67 32;A+;97.9;188
female;Samantha;Carey;Montreal;Canada;03.07.1985;514-489-4980;O-;66.4;156
female;Poppy;Jenkins;Hortolândia;Brazil;7/19/1961;(19) 2244-9332;A+;53.7;163
male;Melville;Lebrun;Victoria;Canada;08.09.1988;250-413-2311;A+;75.3;176
male;Leonardo;Boni;Shreveport;United States;6/24/1968;318-916-4817;B+;64.2;187
female;Beata;Czarnecka;Sassinoro;Italy;05.12.1996;3 637 458 343;B+;95;164
male;Benito;Folliero;Veitsrodt;Germany;12.05.1992;06781 75 86 82;O+;107.3;174
female;Benigna;Monaldo;Güeñes;Spain;8/16/1985;652 558 530;O+;88.8;155
female;Abby;Evergood;Wakken;Belgium;07.10.1985;0472 29 76 45;O+;85.1;170
female;Dorothy;Thorp;Sárpilis;Hungary;11.06.1986;(74) 164-558;O+;86;156
male;Cody;Hilliard;Oliveira de Azeméis;Portugal;12.06.1952;212 341 358 498;B+;90.8;173
female;Kayla;Sturgess;CREIGHTONS CREEK;Australia;11.04.1995;(03) 5337 8893;B+;65.9;161
male;Wolfgang;Lange;Zegama;Spain;6/13/1988;615 705 131;O+;67.1;175
male;Tobiasz;Nowakowski;Sheridan;United States;08.08.1981;541-364-7104;O+;93.6;173
male;Metody;Wiśniewski;Monte de Caparica;Portugal;06.05.1943;212 659 925 193;A+;102.5;167
female;Jolanta;Adamska;Quinta da Umbelina;Portugal;01.07.1954;212 715 135 639;O+;93.9;169
female;Esperanza;Vickers;Kartal;Hungary;3/24/1956;(28) 481-241;O+;98.7;161
female;Bethany;Snodgrass;Góis;Portugal;1/15/1997;212 391 644 968;O+;47.1;173
male;Izaak;Olszewski;Buckeystown;United States;3/22/1962;301-831-5298;O+;67.8;166
female;Anna;Thomson;Berceo;Spain;08.10.1986;612 345 712;B+;63.1;172
male;Frontino;Racicot;Eilenburg;Germany;01.05.1980;03423 67 61 83;O+;110;172
female;Estelle;Hétu;Cash;United States;11/27/1948;903-883-1788;B+;98.4;169
female;Eva;Masson;Kraków;Poland;5/20/1978;69 491 62 33;AB+;75.8;166
female;Sophia;Koerstz;MONA PARK;Australia;09.05.1971;(07) 4058 7441;O-;71;162
male;Leo;Venning;Ballobar;Spain;12.10.1935;749 428 191;B+;101;168
female;Kate;Keartland;Sorocaba;Brazil;4/16/1961;(15) 7417-8958;A+;63.6;167
female;Zdzisława;Dąbrowski ;Chialamberto;Italy;10/16/1978;3 370 364 376;B+;94.8;160
female;Joyce;Dotts;Alegrete;Brazil;06.03.1944;(55) 8023-2570;O+;60.9;169
female;Simone;König;Houwaart;Belgium;07.04.1980;0482 23 72 28;B+;70.2;160
male;James;Blevins;Vegreville;Canada;07.08.1950;780-210-8642;O+;89.2;180
male;Witołd;Kamiński;Monteveglio;Italy;06.08.1941;3 822 007 291;A-;86.5;165
female;Wilma;Bellucci;WALLAROO;Australia;12.10.1965;(08) 8360 0560;B+;102.9;154
male;Paul;Gloeckner;Castañares de Rioja;Spain;7/26/1934;622 856 503;A+;60.3;179
female;Jowita;Michalska;GLENLOFTY;Australia;9/28/1950;(03) 5318 6442;B+;92.3;158
female;Jade;Brady;DOLE;France;9/28/1951;03.94.20.23.35;B+;98.5;155
female;Claudia;Ferri;MINSTER;United Kingdom;2/14/1998;7 058 842 475;O+;88.7;158
female;Ludwika;Król;Taguatinga;Brazil;12/21/1948;(61) 3124-5119;AB+;61.8;163
female;Angelica;Ferri;Agnadello;Italy;06.03.1933;3 195 710 457;A+;92.8;170
female;Letteria;Fiorentino;WOOLFARDISWORTHY;United Kingdom;11/19/1959;7 769 166 030;AB+;61.4;162
male;Jonathan;Morice;LYNBROOK;Australia;7/27/1959;(03) 9786 3408;A+;97.6;170
female;Vedette;Beaupré;Relegem;Belgium;11.05.1932;0495 44 87 58;AB+;92.3;158
female;Faye;Duperré;LÖDERSDORF I;Austria;5/30/1951;0650 558 82 61;AB+;51.1;160
male;Max;Chapman;Berloz;Belgium;8/26/1947;0475 80 03 44;A+;99.4;181
female;Eileen;Garner;Santa Tecla;Italy;5/25/1963;3 414 144 704;B+;55.4;173
female;Bogusława;Maciejewska;LITTLE CHART;United Kingdom;10/13/1947;7 031 130 304;A-;57.7;168
female;Juliette;Beaupré;Lonzée;Belgium;02.05.1987;0491 99 46 56;O+;84.3;167
male;Bailey;Simon;São Vicente de Pereira Jusã;Portugal;07.06.1938;212 344 856 390;O+;98.9;179
female;Izolda;Kaczmarek;Paducah;United States;7/15/1935;270-722-3894;A-;89.2;154
male;Moore;Auger;WATTRELOS;France;11/14/1993;03.25.26.93.84;O+;108.5;177
male;Ranger;Boisvert;Sobral;Brazil;08.07.1956;(88) 3795-2423;O+;82.4;182
female;Tayla;Bland;CRANLEY;Australia;3/26/1994;(07) 4553 2676;O+;84.8;173
male;Crispino;Lori;Sapucaia do Sul;Brazil;5/24/1937;(51) 6768-8960;B+;66.4;167
male;Abelardo;Cremonesi;WOY WOY;Australia;9/28/1980;(02) 9545 0242;AB+;103.2;188
female;Sherri;Colon;TOULOUSE;France;12/23/1972;05.16.87.39.05;A+;70.1;154
male;Dominic;Lay;PARIS;France;2/13/1987;01.53.46.55.55;O+;79.3;174
female;Michalina;Pawlak;GLADFIELD;Australia;4/29/1991;(07) 4551 8380;B+;70.7;175
female;Alicja;Wojciechowska;Talaíde;Portugal;5/16/1936;212 135 842 059;A+;81;154
male;Michael;Pacheco;Hamilton;Canada;8/20/1962;905-667-8629;O+;85.9;172
male;Peter;Nussbaum;San Fernando;Spain;8/26/1962;632 438 017;A+;84.1;178
female;Diana;Funk;Rojales;Spain;4/30/1992;658 710 504;O+;86.6;162
male;Eligiusz;Zawadzki;ÜBERSBACH;Austria;4/23/1954;0699 821 93 19;B+;99.4;179
female;Melba;Winkler;PIAVELLA;Australia;6/27/1937;(03) 5378 2189;A+;92;170
male;Alex;Norman;Charleston;United States;09.08.1945;304-546-6751;B+;72.8;163
male;Darrell;Swims;Clatskanie;United States;01.04.1965;503-728-4710;B+;80;177
female;Céline;Martel;Warszawa;Poland;1/24/1984;60 642 24 68;O+;69.5;167
male;Simone;Mancini;ÉVRY;France;7/26/1985;01.34.44.18.38;O+;68.3;178
female;Quartilla ;Bergamaschi;Casarrubuelos;Spain;5/13/1941;684 756 284;O+;103.5;166
male;Harry;Delgado;Jackson;United States;02.05.1961;601-720-5104;B+;73.3;185
male;Joshua;Bolton;Mugardos;Spain;4/21/1998;738 122 275;A+;78.3;170
male;Eustachy;Pawłowski;Saint-Servais;Belgium;7/14/1986;0477 10 65 02;O+;93.6;180
female;Kunegunda;Nowicka;Setúbal;Portugal;3/24/1966;212 654 214 820;B+;99.3;166
female;Aimee;Williams;BLUFF POINT;Australia;6/17/1979;(08) 9083 9551;B+;100.8;158
male;Adam;Turner;Pataias;Portugal;05.03.1975;212 447 658 030;O+;107.6;167
male;Marcel;Lavallée;Röttenbach;Germany;01.11.1950;09172 10 11 93;B+;88.2;173
male;Matthew;Morisset;Calgary;Canada;04.01.1982;403-462-6692;O+;67.6;188
male;Wolfgang;Hahn;BRANDSTATT;Austria;4/23/1941;0660 160 71 19;O+;63.8;177
female;Maia;Conti;GAISBUCHEN;Austria;07.03.1990;0688 776 01 23;B+;94.1;163
female;Summer;Cole;Panaca;United States;4/23/1980;775-728-4665;A+;68.2;160
male;Jonas;Meister;Carrión de los Condes;Spain;09.03.1955;752 557 291;O+;63.7;180
female;Caresse;Paquet;PUSTERWALD;Austria;11/24/1958;0699 589 95 33;A+;102.5;169
female;Sławomira;Piotrowska;New York;United States;11.09.1958;917-918-6332;A+;82.5;159
male;Wojciech;Duda;Portimão;Portugal;09.10.1956;212 894 545 546;O+;108.4;174
female;Tanja;Neumann;FORBACH;France;02.02.1960;03.83.44.32.46;O+;79.1;158
male;Tom;Vincent;Rotheux-Rimière;Belgium;6/14/1944;0490 83 04 70;O+;74;180
female;Erin;O'Flaherty;Arendonk;Belgium;10/20/1998;0474 51 06 36;B+;50.9;173
male;Dirk;Ostermann;Abrantes;Portugal;07.01.1995;212 436 218 245;A+;75.4;169
female;Odelette;Sicard;Los Santos de Maimona;Spain;12/19/1991;755 671 574;A+;65.5;172
male;Dennis;Meier;Casal de Cambra;Portugal;02.01.1986;212 179 656 236;O+;99.3;171
female;Marveille;Michel;Haláp;Hungary;8/21/1956;(52) 264-464;O+;101.4;159
female;Klaudia;Kowalczyk;Vilmány;Hungary;11.11.1993;(46) 179-049;A-;60.2;154
male;Amaury;Rocheleau;PARIS;France;12/13/1955;01.73.02.84.72;A+;87.9;174
female;Caitlin;Manning;FISHER'S POND;United Kingdom;01.04.1991;7 059 004 175;O-;53.6;154
female;Sophia;Loyau;GREAT MILTON;United Kingdom;09.11.1968;7 779 331 045;B+;78.3;165
female;Loredana;Trentino;BRUNNING;Austria;11.10.1998;0660 363 38 79;O+;67.3;151
male;Michel;Caouette;Vale da Pereira;Portugal;2/20/1972;212 728 430 535;AB+;110.2;188
female;Alexis;Griffith;NEISSING;Austria;06.12.1980;0699 860 77 53;A+;87.3;163
male;Cirillo;Pagnotto;WEST HOLLETON;Australia;11/14/1960;(08) 9046 0721;B+;78.9;183
female;Abela;Calabresi;Weeze;Germany;05.02.1937;02823 52 84 67;O+;102.5;158
female;Beata;Kowalska;Kaposgyarmat;Hungary;7/28/1996;(82) 953-651;B+;51.2;161
male;Luke;Miller;Parreira;Portugal;02.06.1958;212 435 435 784;O+;96.2;185
male;Melville;Gaillard;Japeri;Brazil;8/23/1987;(21) 9239-3070;A+;74.3;184
female;Georgia;Ruwolt;Olsberg;Germany;7/19/1943;02904 59 86 32;B+;97.5;158
female;Luisa;Cocci;Ann Arbor;United States;10/21/1954;734-663-8376;B+;72.7;156
female;Brooke;Joubert;Sa Pischera;Italy;12/26/1968;3 338 376 671;A+;73.6;170
female;Łucja;Tomaszewska;IRAAK;Australia;12/19/1952;(03) 5392 4270;A+;78;166
male;Nathan;Griffin;Bonito;Italy;9/30/1981;3 348 495 084;A+;91.9;170
male;Rajmund;Nowak ;Osasco;Brazil;05.03.1989;(11) 6761-8160;AB+;91.6;178
female;Susanne;Pfeifer;Poznań;Poland;12/29/1984;88 920 72 78;B+;84.9;165
male;Telford;Paquet;Hévíz;Hungary;6/25/1994;(83) 936-586;A+;96.9;178
male;Garry;Maas;SAINT-LOUIS;France;8/15/1940;02.48.99.27.73;B+;85.6;162
male;Eric;Wilson;Juta;Hungary;02.07.1999;(82) 738-015;AB+;60.7;175
female;Ginevra;Napolitano;Waterloo;Belgium;5/16/1991;0481 30 84 50;A+;62.9;167
female;Madeleine;Thompson;PILOT WILDERNESS;Australia;3/24/1933;(02) 6122 9679;O-;49.6;155
female;Samantha;O'Reilly;BALDINNIE;United Kingdom;09.04.1948;7 048 545 872;B+;94.4;156
male;Christopher;Gipson;Warszawa;Poland;11.11.1973;69 994 22 86;A+;90;177
female;Etoile;Dubeau;Ciney;Belgium;10.05.1967;0485 79 20 70;A+;50.1;174
female;Enrica;Beneventi;Butykatelep;Hungary;11.06.1989;(42) 696-715;A+;79;163
female;Barbara;Vincent;Bergisch Gladbach Paffrath;Germany;7/17/1979;02202 29 69 07;B+;92;164
female;Sandra;Roman;MARSEILLE;France;7/15/1997;04.86.05.03.44;O+;65.2;173
female;Anke;Nacht;Fonte do Mouro;Portugal;05.12.1989;212 897 853 465;O-;89.6;163
male;Kevin;Herman;Szeged;Hungary;3/22/1993;(62) 671-096;O+;104.3;174
female;Christina;Unger;WOLVI;Australia;08.04.1958;(07) 5348 0422;A+;96.7;164
male;Fulgenzio;Mazzi;Phila;United States;09.11.1944;267-446-1337;B-;70.8;169
male;Kian;Bryant;Geraardsbergen;Belgium;5/18/1976;0499 23 83 15;O+;104.1;184
female;April;Uriarte;Cut Knife;Canada;10.12.1947;306-398-2283;B+;59.9;161
male;Dieter;Fischer;CAEN;France;7/25/1954;02.59.22.51.20;O+;69.4;176
male;Ramon;Kiger;Zielona Góra;Poland;3/29/1949;53 166 13 34;A+;76.9;178
male;Spencer;Lambie;DRAYCOTT;United Kingdom;6/19/1984;7 777 532 281;O+;109.9;171
female;Klaudia;Zawadzka;Grigno;Italy;03.11.1975;3 142 456 778;A+;75.7;172
male;Izaak;Jabłoński;Piane D'Archi;Italy;4/29/1960;3 872 270 394;A+;66.9;184
female;Letteria;Ferrari;Foral da Larga Vista;Portugal;12/29/1995;212 896 738 415;A+;95;173
male;Frydryk;Kozłowski;Mount Gilead;United States;12.12.1986;910-439-2077;B+;97;172
male;Zachary;Hyett;Tyukod;Hungary;12/27/1994;(44) 907-182;O+;60.7;185
male;Audric;Vertefeuille;Carvalhas;Portugal;8/16/1950;212 739 656 092;B+;88.6;172
male;Mason;Howarde;Montreal;Canada;11/16/1980;514-825-8850;O+;94.8;189
male;Wolfgang;Keller;Dág;Hungary;12/14/1964;(33) 605-564;O-;73;173
female;Olympia;Charlebois;Elciego;Spain;04.01.1934;662 792 602;AB+;59.9;167
female;Berangaria;Fremont;Mênfôcsanak;Hungary;3/31/1972;(96) 191-493;O+;90.3;155
male;Jozafat;Nowicki;Łódź;Poland;10/16/1964;66 213 14 81;B-;106.3;166
male;Gustaw;Woźniak;Gdańsk;Poland;3/27/1942;53 506 01 73;O+;93.6;181
male;Oscar;Flannery;MONTPELLIER;France;2/24/1971;04.77.62.81.91;B+;107.5;179
male;Aleksy;Chmielewski;PALMER;Australia;02.11.1975;(08) 8276 7463;A+;68.3;167
female;Marcelina;Adamska;Thy-le-Bauduin;Belgium;04.05.1986;0497 72 50 34;O+;99.6;160
male;Aubrey;LeBatelier;Rio Frio;Portugal;9/16/1954;212 655 098 027;O+;96;180
female;Rachel;Francis;Rio Tinto;Portugal;11.03.1934;212 263 605 727;O+;69.2;154
male;Guy;Labonté;Francos;Portugal;3/16/1977;212 173 008 638;A+;99.6;178
male;Guillermo;Anderson;Dover;United States;12.03.1977;603-312-7685;O+;93.2;168
female;Madison;Nolan;New York;United States;04.04.1974;212-667-4531;O+;51.3;156
male;Lowell;Mailly;Hammerstein;Germany;11/26/1945;02635 82 16 66;A+;98.4;184
male;Armando;Zetticci;Berlin Zehlendorf;Germany;4/18/1965;030 51 43 63;O+;70;186
female;Amber;Payne;Großenbrode;Germany;11.04.1944;04362 65 58 10;O-;81.5;162
male;Thomas;Buswell;Cuevas de San Marcos;Spain;4/19/1948;775 935 964;A+;97.4;176
male;Liberio;Conti;HYÈRES;France;1/18/1962;04.46.33.51.06;B+;96.4;170
female;Ellie;Pryor;Mönchengladbach Venn;Germany;07.11.1951;02161 12 45 89;O+;61.1;167
female;Samantha;McLean;SAINT-SÉBASTIEN-SUR-LOIRE;France;12.10.1971;02.91.73.55.87;O-;99.7;172
male;Frank;Daecher;Coldwater;Canada;09.05.1969;705-686-2604;A+;112.4;182
male;Tabor;Jetté;ARABLE;Australia;02.01.1935;(02) 6117 7312;B-;60;172
male;James;Maynard;Taufkirchen;Germany;3/16/1992;08630 29 18 33;A+;62.3;172
male;Thomas;Jaeger;Little Rock;United States;10.08.1947;501-550-9957;B+;108;171
male;Nathan;Przybylski;Los Angeles;United States;6/22/1962;949-272-0521;A+;114.2;174
male;Ricardo;Brungardt;Paterna del Campo;Spain;09.08.1996;792 442 600;B+;65.7;173
female;Anita;Siciliani;Friol;Spain;06.02.1967;619 734 481;O+;90;172
male;Felix;Ackerman;ROSLYN;Australia;10.02.1995;(02) 6160 6729;O+;84.9;169
male;Donald;Lieberman;Reitano;Italy;3/20/1975;3 947 221 279;B+;99.8;185
male;Norberto;Milano;A Baña;Spain;8/19/1946;635 543 976;B+;87.2;165
male;Byron;Simon;Pátka;Hungary;8/23/1957;(22) 348-708;B+;63;168
male;Henry;Morrison;Maffle;Belgium;12/13/1937;0474 18 54 59;A+;61.9;171
male;Bernard;Landry;Crocevie;Italy;6/24/1983;3 805 405 735;A+;112.7;190
female;Giuseppa;Pisano;Greenwood;United States;06.03.1941;317-881-4093;B+;77.2;170
female;Megan;Mason;Salvaterra de Magos;Portugal;3/16/1950;212 436 457 269;B+;59.3;169
female;Rachel;Beit;WEST PYMBLE;Australia;9/15/1962;(02) 4389 8949;B-;78.4;161
male;Friderich;Nowicki;Goiânia;Brazil;4/23/1998;(62) 8912-4247;B-;77.1;171
female;Jessamine;Fournier;Monte de Trigo;Portugal;02.02.1986;212 661 161 222;A+;100.5;159
female;Petra;Wirth;BERNREITH;Austria;04.11.1945;0650 216 99 56;B+;67.1;153
male;Aymon;Busson;Fort St John;Canada;12.02.1978;250-262-6553;B-;98.5;170
